none[0.3733]  arg1_node[0.6255]  arg2_node[0.0012]  arg1_node
none[0.9980]  arg1_node[0.0013]  arg2_node[0.0007]  none
none[0.9980]  arg1_node[0.0013]  arg2_node[0.0007]  none
none[0.9980]  arg1_node[0.0013]  arg2_node[0.0007]  none
none[0.9980]  arg1_node[0.0013]  arg2_node[0.0007]  none
none[0.9980]  arg1_node[0.0013]  arg2_node[0.0007]  none
none[0.8209]  arg1_node[0.1784]  arg2_node[0.0007]  none
none[0.9980]  arg1_node[0.0013]  arg2_node[0.0007]  none
none[0.9980]  arg1_node[0.0013]  arg2_node[0.0007]  none
none[0.9980]  arg1_node[0.0013]  arg2_node[0.0007]  none
none[0.8770]  arg1_node[0.1215]  arg2_node[0.0015]  none
none[0.9606]  arg1_node[0.0365]  arg2_node[0.0029]  none
none[0.9963]  arg1_node[0.0030]  arg2_node[0.0007]  none
none[0.9980]  arg1_node[0.0013]  arg2_node[0.0007]  none
none[0.9954]  arg1_node[0.0039]  arg2_node[0.0007]  none
none[0.9980]  arg1_node[0.0013]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0002]  arg2_node[0.0012]  none
none[0.0552]  arg1_node[0.0003]  arg2_node[0.9445]  arg2_node
none[0.9968]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9584]  arg1_node[0.0001]  arg2_node[0.0415]  none
none[0.9984]  arg1_node[0.0001]  arg2_node[0.0015]  none
none[0.9433]  arg1_node[0.0561]  arg2_node[0.0006]  none
none[0.9979]  arg1_node[0.0014]  arg2_node[0.0007]  none
none[0.9433]  arg1_node[0.0561]  arg2_node[0.0006]  none
none[0.9979]  arg1_node[0.0014]  arg2_node[0.0007]  none
none[0.9433]  arg1_node[0.0561]  arg2_node[0.0006]  none
none[0.1937]  arg1_node[0.8043]  arg2_node[0.0019]  arg1_node
none[0.9770]  arg1_node[0.0227]  arg2_node[0.0002]  none
none[0.9767]  arg1_node[0.0230]  arg2_node[0.0003]  none
none[0.1203]  arg1_node[0.1630]  arg2_node[0.7167]  arg2_node
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9979]  arg1_node[0.0014]  arg2_node[0.0007]  none
none[0.9979]  arg1_node[0.0014]  arg2_node[0.0007]  none
none[0.9979]  arg1_node[0.0014]  arg2_node[0.0007]  none
none[0.9979]  arg1_node[0.0014]  arg2_node[0.0007]  none
none[0.9979]  arg1_node[0.0014]  arg2_node[0.0007]  none
none[0.9979]  arg1_node[0.0014]  arg2_node[0.0007]  none
none[0.9979]  arg1_node[0.0014]  arg2_node[0.0007]  none
none[0.9979]  arg1_node[0.0014]  arg2_node[0.0007]  none
none[0.9979]  arg1_node[0.0014]  arg2_node[0.0007]  none
none[0.9979]  arg1_node[0.0014]  arg2_node[0.0007]  none
none[0.9979]  arg1_node[0.0014]  arg2_node[0.0007]  none
none[0.9990]  arg1_node[0.0001]  arg2_node[0.0009]  none
none[0.0716]  arg1_node[0.0003]  arg2_node[0.9280]  arg2_node
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9682]  arg1_node[0.0001]  arg2_node[0.0317]  none
none[0.9988]  arg1_node[0.0001]  arg2_node[0.0011]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9882]  arg1_node[0.0116]  arg2_node[0.0002]  none
none[0.9989]  arg1_node[0.0006]  arg2_node[0.0006]  none
none[0.8533]  arg1_node[0.0901]  arg2_node[0.0566]  none
none[0.2449]  arg1_node[0.5574]  arg2_node[0.1977]  arg1_node
none[0.9988]  arg1_node[0.0006]  arg2_node[0.0006]  none
none[0.9988]  arg1_node[0.0006]  arg2_node[0.0006]  none
none[0.9981]  arg1_node[0.0010]  arg2_node[0.0010]  none
none[0.9981]  arg1_node[0.0010]  arg2_node[0.0010]  none
none[0.9981]  arg1_node[0.0010]  arg2_node[0.0010]  none
none[0.9981]  arg1_node[0.0010]  arg2_node[0.0010]  none
none[0.9981]  arg1_node[0.0010]  arg2_node[0.0010]  none
none[0.9981]  arg1_node[0.0010]  arg2_node[0.0010]  none
none[0.9989]  arg1_node[0.0006]  arg2_node[0.0006]  none
none[0.9989]  arg1_node[0.0006]  arg2_node[0.0006]  none
none[0.9989]  arg1_node[0.0006]  arg2_node[0.0006]  none
none[0.9989]  arg1_node[0.0006]  arg2_node[0.0006]  none
none[0.9832]  arg1_node[0.0162]  arg2_node[0.0006]  none
