0[0.0544]  1[0.9456]  1
0[0.9991]  1[0.0009]  0
0[0.9995]  1[0.0005]  0
0[0.9999]  1[0.0001]  0
0[0.9996]  1[0.0004]  0
0[0.9799]  1[0.0201]  0
0[0.9989]  1[0.0011]  0
0[0.1390]  1[0.8610]  1
0[0.9984]  1[0.0016]  0
0[0.9995]  1[0.0005]  0
0[0.0311]  1[0.9689]  1
0[0.0153]  1[0.9847]  1
0[0.9999]  1[0.0001]  0
0[0.9955]  1[0.0045]  0
0[0.9999]  1[0.0001]  0
0[0.9980]  1[0.0020]  0
0[0.9903]  1[0.0097]  0
0[0.9999]  1[0.0001]  0
0[0.9986]  1[0.0014]  0
0[0.9999]  1[0.0001]  0
0[0.9998]  1[0.0002]  0
0[0.0146]  1[0.9854]  1
0[0.9998]  1[0.0002]  0
0[0.0005]  1[0.9995]  1
0[0.0255]  1[0.9745]  1
0[0.8032]  1[0.1968]  0
0[0.9489]  1[0.0511]  0
0[0.9999]  1[0.0001]  0
0[0.9981]  1[0.0019]  0
0[1.0000]  1[0.0000]  0
0[0.9750]  1[0.0250]  0
0[0.0543]  1[0.9457]  1
0[0.9999]  1[0.0001]  0
0[0.9996]  1[0.0004]  0
0[0.9799]  1[0.0201]  0
0[0.9989]  1[0.0011]  0
0[0.1390]  1[0.8610]  1
0[0.9997]  1[0.0003]  0
0[0.9998]  1[0.0002]  0
0[0.9996]  1[0.0004]  0
0[1.0000]  1[0.0000]  0
0[0.0175]  1[0.9825]  1
0[0.9996]  1[0.0004]  0
0[1.0000]  1[0.0000]  0
0[1.0000]  1[0.0000]  0
0[0.9856]  1[0.0144]  0
0[1.0000]  1[0.0000]  0
0[0.9995]  1[0.0005]  0
0[0.0543]  1[0.9457]  1
0[0.9955]  1[0.0045]  0
0[0.0072]  1[0.9928]  1
0[0.9985]  1[0.0015]  0
0[1.0000]  1[0.0000]  0
0[0.9999]  1[0.0001]  0
0[0.9991]  1[0.0009]  0
0[1.0000]  1[0.0000]  0
0[0.9979]  1[0.0021]  0
0[0.0018]  1[0.9982]  1
0[0.9994]  1[0.0006]  0
0[0.9999]  1[0.0001]  0
0[0.9808]  1[0.0192]  0
0[1.0000]  1[0.0000]  0
0[0.9999]  1[0.0001]  0
0[0.0543]  1[0.9457]  1
0[1.0000]  1[0.0000]  0
0[0.0204]  1[0.9796]  1
0[1.0000]  1[0.0000]  0
0[1.0000]  1[0.0000]  0
0[0.0078]  1[0.9922]  1
0[0.0009]  1[0.9991]  1
0[0.9999]  1[0.0001]  0
0[0.2995]  1[0.7005]  1
0[0.9999]  1[0.0001]  0
0[0.0691]  1[0.9309]  1
0[0.0067]  1[0.9933]  1
0[0.0543]  1[0.9457]  1
0[0.9989]  1[0.0011]  0
0[0.0709]  1[0.9291]  1
0[0.0269]  1[0.9731]  1
